time,x,y,z
13:46:22:950,-2.17,0.32,10.21
13:46:23:16,-1.83,0.25,10.07
13:46:23:76,-1.76,0.32,10.04
13:46:23:150,-1.8,0.32,10.06
13:46:23:189,-1.94,0.34,10.06
13:46:23:329,-1.74,0.34,10.06
13:46:23:463,-1.62,0.51,10.09
13:46:23:533,-1.47,0.48,10.12
13:46:24:393,-1.91,0.25,10.05
13:46:24:479,-1.71,0.27,10.07
13:46:24:517,-1.46,0.38,10.09
13:46:25:34,-1.84,0.56,10.05
13:46:25:406,-1.61,0.28,10.06
13:46:25:882,-2.19,0.45,10.19
13:46:25:937,-2.21,0.45,10.18
13:46:26:45,-1.66,0.43,10.05
13:46:26:92,-1.17,0.34,10.22
13:46:26:173,-1.76,0.39,10.06
13:46:26:309,-2.06,0.43,10.1
13:46:26:441,-1.55,0.36,10.13
13:46:26:496,-1.82,0.37,10.08
13:46:27:285,-1.68,0.42,10.12
13:46:27:417,-1.9,0.26,10.07
13:46:27:504,-1.45,0.39,10.13
13:46:28:28,-1.51,0.39,10.17
13:46:28:194,-1.54,0.36,10.12
13:46:28:291,-1.57,0.48,10.06
13:46:28:424,-1.2,0.22,10.35
13:46:28:481,-1.26,0.51,10.16
13:46:28:535,-1.39,0.49,10.14
13:46:28:646,-1.61,0.7,10.02
13:46:28:691,-2.13,0.13,10.41
13:46:29:146,-1.53,0.08,10.3
13:46:29:991,-1.86,0.39,10.13
13:46:30:79,-1.01,0.32,10.38
13:46:30:136,-0.97,0.34,10.23
13:46:30:255,-1.55,0.41,9.89
13:46:30:385,-1.08,0.26,10.24
13:46:30:463,-1.08,0.26,10.24
13:46:30:716,-1.14,1.14,10.59
13:46:30:806,-0.12,1.38,9.9
13:46:31:227,-0.61,-0.28,10.27
13:46:32:322,-0.61,-0.95,10.39
13:46:32:411,-0.51,-0.45,10.33
13:46:32:551,-2.94,-0.34,8.68
13:46:32:993,-1.62,1.07,14.47
13:46:33:426,0.49,2.23,10.2
13:46:33:925,-0.34,3.52,8.26
13:46:33:968,3,1.46,9.46
13:46:34:49,-4.63,1.53,8.09
13:46:34:138,-2.35,3.14,8.8
13:46:34:259,-3.47,-2.22,11.71
13:46:34:370,-1.68,-2.43,9.98
13:46:34:487,0.59,-0.11,10.06
13:46:34:584,-2.95,0.51,9.61
13:46:34:985,-1.73,0.13,9.99
13:46:35:74,-2.27,1.72,8.48
13:46:35:152,-2.02,0.26,10.19
13:46:35:250,-2.54,-2.4,11.65
13:46:35:384,-3.64,-3,10.47
13:46:35:556,0.19,-3.62,9.67
13:46:35:951,-3.22,0.02,9
13:46:36:332,-1.42,-0.6,8.48
13:46:36:387,-2.39,-0.64,8.47
13:46:36:520,-1.68,-0.13,11.36
13:46:36:606,-0.51,0.09,11.91
13:46:37:65,-0.39,-0.28,11.2
13:46:37:907,-2.69,0.19,10.94
13:46:37:959,-2.16,2.51,7.71
13:46:38:84,-1.79,1.47,7.71
13:46:38:197,-4.06,-2.02,11.4
13:46:38:338,-6.88,1.97,7.29
13:46:38:489,-9.11,-19.24,18.57
13:46:38:630,-3.73,-1.38,8.09
13:46:38:738,-2.46,-1.05,9.15
13:46:38:895,-0.7,-0.75,8.43
13:46:39:490,-9.95,-10.02,11.49
13:46:39:586,1.04,13.02,-7.26
13:46:40:332,-1.86,8.24,9.82
13:46:40:454,-3.18,-6.35,12.68
13:46:40:494,-3.18,-6.35,12.68
13:46:40:573,-1.02,1,13.77
13:46:41:436,5.76,-5.97,17.66
13:46:41:475,5.76,-5.97,17.66
13:46:41:508,2.4,8.78,7.27
13:46:41:541,2.4,8.78,7.27
13:46:41:642,-1.27,2.11,7.02
13:46:41:713,-2.79,2.13,9.1
13:46:41:821,-0.62,-1.78,10.78
13:46:41:947,-0.59,3.44,11.44
13:46:42:144,-7.48,-6.62,1
13:46:42:258,-2.9,1.58,7.0
13:46:42:401,3.53,10.87,14.0
13:46:42:529,-2.06,-3.24,9.56
13:46:42:660,-4.43,7.1,11.06
13:46:43:625,-0.98,-0.31,8.86
13:46:44:43,-1.34,2.12,11.23
13:46:44:229,-0.77,1.61,11.61
13:46:44:283,-1.88,2.11,9.93
13:46:44:339,-1.88,2.11,9.93
13:46:44:437,-1.26,-0.77,7.63
13:46:44:974,-1.89,-1.48,11.05
13:46:45:373,-0.38,-0.31,9.04
13:46:45:466,-0.89,1.45,9.1
13:46:45:975,-1.18,-0.81,9.51
13:46:46:18,-2.54,0.4,11.77
13:46:46:62,0.46,3.79,6.16
13:46:46:114,-0.03,1.48,8.83
13:46:46:206,-0.03,1.48,8.83
13:46:46:432,-3.94,-2.29,10.98
13:46:46:513,-0.61,2.07,7.97
13:46:46:575,-1.13,-0.75,11.11
13:46:47:436,-2.38,-2.84,11.79
13:46:47:886,-0.77,-0.32,10.07
13:46:47:931,-1.76,2.65,11.18
13:46:48:35,-0.43,0.92,8.94
13:46:48:156,1.51,1.96,5.87
13:46:48:289,4.43,7.64,-1.21
13:46:48:373,-5.14,-1.5,18.04
13:46:48:440,-1,1.74,10.27
13:46:48:940,-1.68,-0.47,9.93
13:46:48:970,-17.08,7.63,6.1
13:46:49:82,0.89,12.77,13.59
13:46:49:144,-10.92,-11.99,11.53
13:46:49:328,2.5,-9.06,8.94
13:46:49:369,1.33,7.16,9.86
13:46:49:428,-1.1,2.89,10.69
13:46:49:869,-1.58,1.44,10.06
13:46:50:230,-1.54,-0.56,11.87
13:46:50:387,-1.7,1.4,9.5
13:46:50:475,-0.5,-0.17,8.47
13:46:50:539,-1.58,1.32,11.14
13:46:50:577,-1.91,-0.04,8.95
13:46:50:625,-1.38,-3.94,11.65
13:46:50:761,-2,-1.57,11.61
13:46:50:885,-2.8,-0.56,9.46
13:46:51:14,-2,1.16,8.84
13:46:51:601,-1.27,3.98,9.12
13:46:52:164,-1.56,0.51,9.67
13:46:52:198,-0.87,4.73,8.61
13:46:52:255,-0.87,4.73,8.61
13:46:52:358,-3.88,-3.52,10.28
13:46:52:471,-2.49,-2.6,12.55
13:46:52:978,-1.25,4.67,12.97
13:46:53:405,-2.11,-0.45,12.43
13:46:53:878,-0.29,-0.83,9.23
13:46:53:928,-3.48,1.51,9.45
13:46:54:66,-0.88,2.98,8.08
13:46:54:113,-0.48,-2.07,11.66
13:46:54:235,-2.37,3.28,9.17
13:46:54:272,-2.37,3.28,9.17
13:46:54:347,-2.46,1.45,9.33
13:46:54:409,-2.71,-0.47,8.53
13:46:54:567,-1.04,2.48,9.06
13:46:54:717,-2.99,-5.09,13.44
13:46:55:294,-1.35,0.79,8.39
13:46:55:414,-1.47,3.14,8.63
13:46:55:569,-1.79,0.36,10.06
13:46:56:59,-1.22,1.52,10.15
13:46:56:163,0.17,-0.65,9.19
13:46:56:212,0.17,-0.65,9.19
13:46:56:259,-0.69,-1.37,10.85
13:46:56:392,-2.11,-1.6,11.17
13:46:56:487,-2.79,0.09,10.26
13:46:57:63,-0.06,-2.61,10.94
13:46:57:180,-0.68,-0.18,11.18
13:46:57:289,-1.47,-1.53,10.55
13:46:57:388,0.13,2.11,8.95
13:46:57:536,-1.35,0.04,10.95
13:46:57:627,-0.92,1.36,9.34
13:46:58:177,-0.97,-0.51,10.9
13:46:58:310,-3.44,-1.47,10.0
13:46:58:404,-1.53,-0.39,11.0
13:46:58:508,-2.93,-2.35,10.78
13:46:58:645,-0.75,-1.15,11.21
13:46:58:769,-0.66,-0.99,9.98
13:46:59:150,-0.29,1.47,10.94
13:46:59:557,-1.38,-2.14,9.88
13:47:0:20,-1.22,-0.26,11.65
13:47:0:88,-1.1,0.6,9.55
13:47:0:153,-1.25,-1.14,10.44
13:47:0:229,-1.36,-0.55,10.37
13:47:0:354,-1.5,0.46,9.8
13:47:0:951,-1.18,-0.19,10.19
13:47:1:99,-0.82,-0.79,10.42
13:47:1:205,-1.06,2.66,6.39
13:47:1:315,-2.03,1.65,10.25
13:47:1:429,-1.21,1.16,9.38
13:47:1:816,-1.5,0.77,7.95
13:47:2:272,-6.43,1.57,6.91
13:47:2:300,-0.25,-1.57,8.61
13:47:2:412,-3.34,-3.19,11.39
13:47:2:543,-1.85,-0.18,11.64
13:47:3:163,-3.01,-1.09,9.42
13:47:3:243,-2.13,-2.4,9.85
13:47:3:351,-0.55,-1.04,9.12
13:47:3:494,-2.24,-1.94,9.78
13:47:4:169,0.95,0.44,10.4
13:47:4:348,-0.57,1.22,10.09
13:47:4:471,-0.36,0.89,10.31
13:47:4:900,-0.62,0.77,10.42
13:47:5:68,-0.36,0.49,10.21
13:47:5:294,-0.32,-0.29,10.67
13:47:5:229,-0.13,-1.03,10.51
13:47:5:405,-0.59,1.43,10.21
13:47:5:578,0.01,0.56,10.06
13:47:5:958,0.66,0.82,9.6
13:47:6:399,-0.88,0.81,10.19
13:47:6:492,-0.29,0.69,10.24
13:47:6:524,0.21,0.69,9.63
13:47:6:702,0.26,0.74,9.66
13:47:6:756,-0.01,0.79,9.91
13:47:6:888,-0.87,0.81,10.5
13:47:7:916,1.81,0.56,9.13
13:47:8:169,-1.62,1.78,9.95
13:47:8:247,-6.57,-2.8,9.98
13:47:8:355,-4.37,-0.74,9
13:47:8:508,-1.35,0.41,9.72
13:47:8:641,-2.47,0.64,9.25
13:47:8:715,-2.39,0.98,9.57
13:47:8:769,-1.12,0.57,10.42
13:47:9:870,-1.9,0.2,9.33
13:47:9:995,-2.6,0.32,9.13
13:47:10:119,-2.73,2.32,9.82
13:47:10:298,-0.22,0.09,10.84
13:47:10:384,1.48,-0.07,9.98
13:47:10:433,0.72,0.43,8.32
13:47:11:219,13.71,5.03,6.66
13:47:11:283,6.27,10.59,6.02
13:47:11:360,1.11,1.05,11.11
13:47:11:523,-0.79,-5.07,11.2
13:47:11:644,10.54,-3.71,1.63
13:47:11:720,-12.59,-14.25,18.19
13:47:12:265,2.13,0.54,9.63
13:47:12:778,2.24,-1.01,9.57
13:47:13:140,3.84,-1.1,8.37
13:47:13:248,0.95,-0.89,9.44
13:47:13:220,1.65,-0.13,9.15
13:47:13:310,0.43,0.05,10.12
13:47:13:424,-3.27,0.26,10.25
13:47:13:502,-0.84,-0.12,10.71
13:47:13:570,0.36,0.61,9.69
13:47:14:385,-0.57,-3.01,8.59
13:47:14:995,-2,0.68,9.71
13:47:15:73,-3.71,1.17,7.8
13:47:15:151,-4.78,-1.08,11.18
13:47:15:236,-4.69,5.72,2.5
13:47:15:321,-2.55,1.21,7.54
13:47:15:507,-0.42,0.72,8.72
13:47:15:697,-5.06,0.83,9.52
13:47:16:116,-1.06,0.01,9.93
13:47:16:248,1.82,-1.44,9.01
13:47:16:378,-2.61,1.37,8.6
13:47:16:459,-0.54,-1.29,11.44
13:47:17:306,-1.6,0.5,9.9
13:47:17:441,-1.86,0.36,9.85
13:47:17:550,-1.97,0.19,9.87
13:47:18:35,0.32,0.22,9.46
13:47:18:424,-1.34,0.5,10.12
13:47:18:516,-1.85,0.17,10.06
13:47:18:948,-0.26,0.51,8.94
13:47:19:111,4.54,-0.18,10.22
13:47:19:215,-2.73,0.08,11.4
13:47:19:277,-1.42,-0.31,10.71
13:47:19:396,-2.58,1.59,8.52
13:47:19:506,-3.75,0.75,8.05
13:47:19:588,-7.54,-1.62,9.09
13:47:20:97,-2.29,0.92,10.6
13:47:20:561,-4.57,-3.09,12.94
13:47:20:995,-1.32,0.74,10.38
13:47:21:54,-1.25,0.09,10.62
13:47:21:108,-1,0.79,10.14
13:47:21:217,-1.01,0.95,10.28
13:47:21:303,0.04,2.56,10.44
13:47:21:428,-1.38,-2.8,7.51
13:47:21:471,0.66,8.45,11.26
13:47:22:124,-0.63,2.09,10.97
13:47:22:228,0.28,1.06,9.08
13:47:22:281,-0.32,1.65,9.54
13:47:22:472,-0.62,0.76,10.82
13:47:22:938,-1.54,-0.63,11.79
13:47:23:12,-0.89,0.93,9.41
13:47:23:147,-0.99,0.39,10.56
13:47:23:273,-1.47,-2.09,12.54
13:47:23:370,-1.73,1.71,10.06
13:47:23:418,-1.73,1.71,10.06
13:47:23:939,-0.84,0.62,10.49
13:47:24:863,-1.48,0.56,11.05
13:47:24:930,-1.95,2.13,9.07
13:47:24:991,-0.79,1.8,9
13:47:25:157,-0.86,-2.56,13.71
13:47:25:247,-0.56,-0.34,12.24
13:47:25:369,0.51,5.09,10.16
13:47:25:512,0.14,-3.17,11.39
13:47:25:620,-1.34,1.53,8.83
13:47:25:735,-0.59,1.39,8.05
13:47:25:835,-0.45,-0.26,11.86
13:47:25:923,-1.91,0.19,10.98
13:47:26:18,-0.76,-0.34,10.63
13:47:26:152,-2.04,0.51,11.91
13:47:26:195,-1.86,-1.41,12.35
13:47:26:282,-0.88,1.05,7.66
13:47:26:368,-0.09,3.46,0.18
13:47:26:502,-0.77,-7.59,18.78
13:47:26:577,0.55,8.51,-3.47
13:47:26:645,0.48,1.52,14.08
13:47:26:830,-1.14,-5.65,13.87
13:47:26:904,0.03,0.07,9.64
13:47:26:979,-1.25,1.8,10.06
13:47:27:181,-1.34,0.93,9.3
13:47:27:236,0.1,-1.43,8.2
13:47:27:317,-2.43,9.46,9.42
13:47:27:447,2.29,-2.86,12.02
13:47:27:547,0.75,-3.91,12.84
13:47:27:601,1.06,-6.39,10.38
13:47:27:748,-0.08,-1.07,11.44
13:47:27:792,-0.44,-0.85,11.88
13:47:27:896,-0.94,-0.34,11.39
13:47:27:928,-0.94,-0.34,11.39
13:47:28:5,0.15,-0.58,10.61
13:47:28:41,0.15,-0.58,10.61
13:47:28:151,0.21,0.02,8.72
13:47:28:244,-0.71,-1.96,11.43
13:47:28:409,-0.94,-0.84,10.51
13:47:28:557,-1.61,-0.47,10.25
13:47:28:670,-1.45,-0.37,10.38
13:47:28:775,-0.11,-0.84,10.54
13:47:28:894,0.48,-0.59,9.42
13:47:29:8,1.86,-0.84,10.24
13:47:29:128,1.89,0.97,10.06
13:47:29:204,-1.72,0.79,10.61
13:47:29:330,-2.74,-0.23,9.51
13:47:29:449,-1.77,-1.3,10.81
13:47:29:564,-1.13,-0.82,9.57
13:47:29:720,-4.28,-3.16,10.3
13:47:29:837,-2.38,-2.47,9.64
13:47:29:873,-0.53,-2.32,9.48
13:47:30:27,-4.87,-2.54,9.34
13:47:30:189,-2.62,-1.38,9.19
13:47:30:264,-0.99,-1.94,10
13:47:30:336,-3.28,-1.62,9.5
13:47:30:488,-4.83,7.16,12.15
13:47:30:592,-4.18,1.92,11.98
13:47:30:653,-4.18,1.92,11.98
13:47:30:742,-1.19,-3.66,8.48
13:47:30:784,0.7,-1.3,10.48
13:47:30:944,-0.52,0.38,9.94
13:47:31:37,-1,0.61,10.18
13:47:31:73,-0.81,0.12,10.42
13:47:31:221,-0.84,0.13,10.54
13:47:31:330,-0.17,0.23,10.21
13:47:31:432,-0.2,0.35,10.15
13:47:31:498,0.01,0.17,9.9
13:47:31:588,0.01,0.17,9.9
13:47:31:692,-0.47,0.11,10.31
13:47:31:795,-0.03,0.07,10
13:47:31:870,-0.26,0.05,10.2
13:47:32:43,-1.09,0.06,10.41
13:47:32:156,0.19,0.14,9.97
13:47:32:216,0.42,0.11,9.82
13:47:32:366,0.18,0.26,9.73
13:47:32:475,0.22,0.09,9.83
13:47:32:581,0.09,0.07,9.96
13:47:32:637,-0.09,0.14,10.05
13:47:32:705,-0.77,0.16,10.32
13:47:32:852,-1.33,0.25,10.31
13:47:32:893,-1.29,0.19,10.3
13:47:32:987,-0.95,0.07,10.43
13:47:33:66,-0.69,0.05,10.36
13:47:33:117,-0.79,0.1,10.43
13:47:33:248,-0.62,0.17,10.36
13:47:33:364,-0.57,0.13,10.39
13:47:33:414,-0.56,0.12,10.39
13:47:33:598,-0.93,0.18,10.4
13:47:33:700,-0.92,0.16,10.4
13:47:33:768,-0.96,0.14,10.41
13:47:33:932,-1,0.08,10.43
13:47:34:31,-0.96,0.05,10.38
13:47:34:203,-1.1,0.04,10.41
13:47:34:277,-1.06,0.04,10.39
13:47:34:388,-1.34,0.04,10.28
13:47:34:433,-1.39,0.09,10.28
13:47:34:535,-1.44,0.08,10.23
13:47:34:586,-1.24,0.14,10.31
13:47:34:679,-1.32,0.21,10.2
13:47:34:727,-1.36,0.14,10.26
13:47:34:856,-1.15,0.17,10.36
13:47:34:999,-1.01,0.19,10.35
13:47:35:75,-0.87,0.12,10.33
13:47:35:163,-0.86,0.07,10.44
13:47:35:292,-1,0.06,10.39
13:47:35:350,-1.12,0.07,10.31
13:47:35:475,-1.28,0.05,10.31
13:47:35:601,-1.55,0.11,10.11
13:47:35:641,-1.54,0.11,10.07
13:47:35:761,-1.38,0.04,10.22
13:47:35:820,-1.5,0.06,10.12
13:47:35:938,-2.03,-0.01,10.12
13:47:36:46,-2.16,0.01,10.12
13:47:36:175,-1.94,0.03,10.17
13:47:36:231,-1.8,0.09,10.1
13:47:36:355,-1.33,0.09,10.23
13:47:36:477,-1.75,0.03,10.14
13:47:36:609,-1.35,0.03,10.19
13:47:36:718,-1.31,0.09,10.18
13:47:36:927,-1.5,0.06,10.17
13:47:37:89,-1.65,0.01,10.15
13:47:37:151,-1.87,-0.03,10.16
13:47:37:270,-1.83,-0.03,10.1
13:47:37:411,-1.92,-0.09,10.12
13:47:37:533,-1.85,-0.03,9.92
13:47:37:590,-2.18,-0.18,10.17
13:47:37:724,-3.52,-0.64,9.3
13:47:37:859,-2.32,-0.03,10.04
13:47:37:957,-2.48,0.03,9.86
13:47:38:18,-2.92,-0.24,9.51
13:47:38:110,-2.95,-0.27,9.5
13:47:38:227,-2.64,-0.25,9.7
13:47:38:373,-2.15,-0.17,10.13
13:47:38:436,-1.78,-0.13,10.07
13:47:38:522,-2.17,-0.12,10.14
13:47:38:669,-2.22,-0.05,10.11
13:47:38:769,-1.91,-0.05,10.06
13:47:38:816,-1.47,-0.04,10.06
13:47:38:938,-1.99,-0.11,10.05
13:47:39:36,-2.9,-0.26,9.61
13:47:39:191,-2.44,-0.16,10
13:47:39:319,-2.32,-0.22,10.13
13:47:39:417,-2.29,-0.16,10.1
13:47:39:535,-4.54,-1.24,9.3
13:47:39:654,-2.05,-0.08,10.13
13:47:39:768,-2.32,-0.5,10.25
13:47:39:913,-2.56,-0.23,9.82
13:47:39:983,-2.84,-0.18,9.55
13:47:40:114,-2.38,-0.17,10.01
13:47:40:197,-2.49,-0.34,9.85
13:47:40:315,-2.82,-0.5,9.53
13:47:40:362,-2.7,-0.55,9.68
13:47:40:496,-2.38,-0.32,10.05
13:47:40:632,-2.4,-0.32,10.03
13:47:40:738,-2.39,-0.23,9.98
13:47:40:852,-2.73,-0.28,9.6
13:47:40:968,-2.47,-0.2,9.91
13:47:41:87,-2.01,-0.07,10.07
13:47:41:227,-2.35,-0.22,10.07
13:47:41:401,-2.92,-0.56,9.57
13:47:41:574,-2.13,-0.16,10.02
13:47:41:665,-2.01,-0.08,10.06
13:47:41:795,-2.36,-0.2,10.04
13:47:41:851,-2.79,-0.36,9.6
13:47:41:912,-3.01,-0.47,9.45
13:47:42:70,-2.23,-0.27,10.09
13:47:42:142,-2.15,-0.16,10.08
13:47:42:288,-2.38,-0.27,10.01
13:47:42:363,-2.74,-0.36,9.66
13:47:42:483,-2.8,-0.36,9.58
13:47:42:637,-2.34,-0.25,10.07
13:47:42:690,-2.27,-0.26,10.1
13:47:42:738,-2.22,-0.25,10.12
13:47:42:872,-2.3,-0.25,10.06
13:47:42:973,-2.66,-0.35,9.68
13:47:43:69,-2.74,-0.44,9.58
13:47:43:136,-2.48,-0.37,9.86
13:47:43:188,-2.34,-0.3,10.01
13:47:43:256,-2.42,-0.37,9.9
13:47:43:300,-2.48,-0.36,9.91
13:47:43:365,-2.35,-0.29,10.02
13:47:43:557,-2.64,-0.34,9.67
13:47:43:685,-2.39,-0.45,9.96
13:47:43:754,-2.63,-0.47,9.67
13:47:43:815,-2.27,-0.19,10.07
13:47:43:933,-2.34,-0.16,9.98
13:47:44:5,-2.38,-0.25,9.98
13:47:44:127,-2.7,-0.43,9.6
13:47:44:163,-2.55,-0.42,9.77
13:47:44:221,-3.15,-0.46,9.37
13:47:44:378,-2.67,-0.42,9.63
13:47:44:475,-2.29,-0.37,10.06
13:47:44:663,-2.38,-0.24,9.99
13:47:44:607,-2.29,-0.25,10.08
13:47:44:714,-2.35,-0.23,10.01
13:47:44:783,-2.34,-0.24,10
13:47:44:851,-2.79,-0.42,9.55
13:47:44:910,-2.62,-0.38,9.72
13:47:45:122,-3.04,-0.72,9.39
13:47:45:100,-2.85,-0.72,9.45
13:47:45:287,-2.81,-0.37,9.51
13:47:45:329,-2.65,-0.34,9.6
13:47:45:449,-2.46,-0.28,9.88
13:47:45:493,-2.33,-0.32,9.99
13:47:45:555,-2.44,-0.42,9.87
13:47:45:669,-2.79,-0.6,9.51
13:47:45:833,-2.91,-0.56,9.41
13:47:45:917,-2.83,-0.4,9.41
13:47:46:64,-3.49,-0.47,9.25
13:47:46:123,-3.35,-0.39,9.27
13:47:46:266,-2.59,-0.45,9.64
13:47:46:366,-3.26,-0.62,9.28
13:47:46:419,-3.46,-0.77,9.24
13:47:46:503,-3,-0.66,9.63
13:47:46:616,-3.17,-0.9,9.6
13:47:46:749,-2.73,-0.24,9.64
13:47:46:886,-1.91,0.04,10.06
13:47:46:989,-3.17,-0.14,9.47
13:47:47:76,-2.84,-0.35,9.89
13:47:47:173,-3.26,0.03,9.32
13:47:47:298,-2,0.2,10.19
13:47:47:497,0.2,0.7,9.63
13:47:47:613,-2.88,-1.27,9.79
13:47:47:668,-2.23,-2.29,9.9
13:47:47:755,-0.21,-1.82,9.47
13:47:47:811,0.1,-1.36,9.86
13:47:47:988,-2.74,1.17,9.85
13:47:48:39,-0.25,3.4,14.69
13:47:48:97,-1.04,1.36,13.85
13:47:48:246,0.02,-0.93,9.65
13:47:48:346,0.09,1.2,9.72
13:47:48:433,1.29,0.82,9.37
13:47:48:538,-0.08,0.74,9.82
13:47:48:729,-0.31,0.02,9.78
13:47:48:865,-1.59,-0.04,10.24
13:47:49:112,-0.89,0.5,9.96
13:47:49:255,-1.17,0.17,10.02
13:47:49:359,-2.09,0.25,10.21
13:47:49:495,-0.92,-0.1,10.61
13:47:49:608,-0.49,0.06,10.3
13:47:49:740,-0.34,0.16,10.18
13:47:49:839,-0.26,0.12,10.15
13:47:49:919,-0.12,0.23,10.13
13:47:50:23,-0.1,0.02,10.25
13:47:50:128,-0.4,0.13,10.03
13:47:50:206,-1.47,0.08,10.35
13:47:50:397,-1.02,-0.04,10.59
13:47:50:436,-0.86,0.07,10.31
13:47:50:588,-0.54,-0.05,10.0
13:47:50:633,-0.53,-0.05,10.38
13:47:50:702,-0.66,0.02,10.32
13:47:50:759,-1.9,0.07,9.77
13:47:50:914,-1.08,-0.3,10.58
13:47:50:967,-1.05,-0.34,10.43
13:47:51:36,-0.68,-0.12,10.43
13:47:51:154,-2.79,0.38,9.65
13:47:51:319,-1.3,3.8,6.36
13:47:51:374,-2.09,-1.35,11.35
13:47:51:516,-0.64,0.09,8.58
13:47:51:563,-1.71,0.22,10.04
13:47:51:687,-1.39,-0.2,10.5
13:47:51:809,-1.01,-0.34,10.68
13:47:51:903,-0.91,0.05,10.31
13:47:52:34,-0.84,-0.12,10.6
13:47:52:146,-1.24,0.22,10.25
13:47:52:281,-1,0.15,10.38
13:47:52:364,-0.59,0.16,10.22
13:47:52:528,-0.92,0.07,10.43
13:47:52:581,-0.98,0.09,10.43
13:47:52:694,-1.11,0,10.52
13:47:52:834,-0.85,0.07,10.41
13:47:52:997,-0.66,0.16,10.38
13:47:53:45,-0.77,0.2,10.31
13:47:53:221,-0.84,0.02,10.48
13:47:53:284,-0.93,0.04,10.44
13:47:53:380,-0.49,0.09,10.24
13:47:53:485,-0.46,0.13,10.28
13:47:53:529,-0.44,0.04,10.31
13:47:53:587,-0.56,0.05,10.39
13:47:53:634,-0.66,0.09,10.34
13:47:53:677,-0.7,0.14,10.36
13:47:53:827,-0.39,0,10.35
13:47:53:786,-0.56,0.09,10.35
13:47:53:936,-0.75,0.1,10.43
13:47:54:76,-0.59,0.05,10.41
13:47:54:187,-0.55,0.07,10.37
13:47:54:321,-0.13,0.18,10.04
13:47:54:353,-1.03,0.13,10.31
13:47:54:236,-0.25,0.14,10.28
13:47:54:535,-1.26,0.14,10.34
13:47:54:628,-0.99,0.26,10.3
13:47:54:688,-1.24,0.24,10.27
13:47:54:772,-0.99,0.23,10.35
13:47:54:902,-0.66,0.22,10.3
13:47:55:45,-1.25,0.95,10.43
13:47:55:115,-1.42,2.19,10.37
13:47:55:202,-1.9,3.74,10.17
13:47:55:293,-1.79,2.17,11.43
13:47:55:418,-0.15,-3.73,17.13
13:47:55:559,-3.39,-1.29,11.95
13:47:55:721,-0.92,-0.11,9.64
13:47:55:781,-0.79,0.56,8.63
13:47:55:822,-1.07,0.84,6.73
13:47:55:883,-0.92,1.88,6.86
13:47:56:123,-0.91,3.71,1.9
13:47:56:226,0.12,7.55,-1.55
13:47:56:366,-0.74,9.56,-3.46
13:47:56:419,3.71,5.96,-1.63
13:47:56:525,3.31,7.8,-2.35
13:47:56:657,0.11,17.55,-1.14
13:47:56:754,-2.22,7.36,-0.27
13:47:56:809,-2.83,10.5,1.02
13:47:56:896,-0.84,6.46,-0.35
13:47:56:957,-1,8.42,-1.03
13:47:57:88,-1.7,11.25,-2.07
13:47:57:204,-1.25,10.54,-2.4
13:47:57:355,-1.33,7.89,-1.44
13:47:57:465,-2.33,10.31,-2.04
13:47:57:591,-1,9.35,-1.49
13:47:57:644,-1.29,12.77,-0.58
13:47:57:779,-3.89,6.66,-0.92
13:47:57:876,-3.88,10.4,-0.93
13:47:57:926,-2.39,8.33,-1.28
13:47:57:979,-1.04,7.75,-1.4
13:47:58:39,-1.49,10.95,-0.94
13:47:58:85,-2.02,8.93,-0.84
13:47:58:216,-2.55,10.66,-1.68
13:47:58:272,-3.51,10.37,-1.1
13:47:58:304,-3.41,9.76,-0.67
13:47:58:532,-1.39,8.07,0.06
13:47:58:715,-2.56,9.84,-0.48
13:47:58:837,0.22,9.4,0.84
13:47:58:877,0.91,10.48,0.51
13:47:58:951,0.77,10.68,-0.13
13:47:59:25,0.05,10.98,0.09
13:47:59:113,0.18,10.66,-0.32
13:47:59:156,0.18,10.31,-0.23
13:47:59:328,-0.34,9.75,0.61
13:47:59:549,-1.92,10.66,-0.15
13:47:59:647,-1.71,12.03,0.02
13:47:59:758,0.53,10.06,4.4
13:47:59:825,-0.76,11.38,-3.59
13:47:59:878,-0.48,12.06,-0.26
13:47:59:941,1.05,10.6,-0.94
13:47:59:989,-2.93,10.08,0.02
13:48:0:89,-0.71,8.61,-0.15
13:48:0:243,-2.83,8.35,1.41
13:48:0:373,0.68,9.45,1.23
13:48:0:425,-3.63,9.07,1.12
13:48:0:545,-0.97,10.78,0.93
13:48:0:661,-1.81,9.69,0.28
13:48:0:791,-1.9,9.63,0.29
13:48:0:830,-1.89,10,0.32
13:48:0:960,-1.85,9.63,0.25
13:48:1:62,-2.2,9.72,-0.05
13:48:1:179,-1.9,9.69,0.05
13:48:1:291,-1.77,9.64,0.16
13:48:1:431,-2.25,9.81,-0.07
13:48:1:540,-1.96,10,-0.14
13:48:1:674,-2.25,9.88,-0.12
13:48:1:803,-1.95,9.51,0.44
13:48:1:897,-2,9.65,0.43
13:48:1:967,-2.22,9.71,0.32
13:48:2:155,-1.97,9.83,0.23
13:48:2:263,-1.9,9.55,0.29
13:48:2:393,-2.36,9.73,0.06
13:48:2:500,-2.15,9.64,0.11
13:48:2:630,-1.58,9.63,0.21
13:48:2:694,-2.02,9.55,0.17
13:48:2:798,-2.51,9.44,0.18
13:48:2:862,-2.55,9.61,0.2
13:48:2:997,-1.75,9.44,0.06
13:48:3:123,-1.63,9.44,0.5
